smiles,selfies
COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,[C][O][C][=C][C][=C][Branch1][O][C][C][N][C][=Branch1][C][=O][C][Ring1][=Branch1][C][=C][Ring1][N][O][C][C][C][C][C][Ring1][Branch1]
CCOC(OCC)OCC,[C][C][O][C][Branch1][Ring2][O][C][C][O][C][C]
CCOC(=O)C(F)(F)F,[C][C][O][C][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F]
C=C[C@@H](C)CCC=C(C)C,[C][=C][C@@H1][Branch1][C][C][C][C][C][=C][Branch1][C][C][C]
SCCSCCS,[S][C][C][S][C][C][S]
N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O,[N][C@@H1][Branch2][Ring1][Ring1][C][C][=C][C][Branch1][C][I][=C][Branch1][C][O][C][Branch1][C][I][=C][Ring1][=Branch2][C][=Branch1][C][=O][O]
CCCCCCC#N,[C][C][C][C][C][C][C][#N]
COc1ccc(Nc2ccccc2)c(C)c1,[C][O][C][=C][C][=C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][=C][Ring1][=C]
C=COC(=O)C(C)(CC)CCC(C)C,[C][=C][O][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][Ring1][C][C][C][C][C][Branch1][C][C][C]
CCCC[N+]1(C)[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,[C][C][C][C][N+1][Branch1][C][C][C@H1][C][C@H1][Branch2][Ring1][Ring1][O][C][=Branch1][C][=O][C@H1][Branch1][Ring1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@@H1][Ring2][Ring1][Ring1][C@H1][O][C@@H1][Ring2][Ring1][Ring2][Ring1][Ring1]
CCCCCCCCSCC,[C][C][C][C][C][C][C][C][S][C][C]
C=COCCOCCOCCOC=C,[C][=C][O][C][C][O][C][C][O][C][C][O][C][=C]
CCC(C)C(=O)O,[C][C][C][Branch1][C][C][C][=Branch1][C][=O][O]
CC(C)CC#N,[C][C][Branch1][C][C][C][C][#N]
Cc1ccc(C(=O)O)o1,[C][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][O][Ring1][Branch2]
CC(C)c1ccc(CO)cc1,[C][C][Branch1][C][C][C][=C][C][=C][Branch1][Ring1][C][O][C][=C][Ring1][Branch2]
CC(=O)CCC=C(C)C,[C][C][=Branch1][C][=O][C][C][C][=C][Branch1][C][C][C]
CC(C)NCC(O)c1ccc(N)c(C#N)c1,[C][C][Branch1][C][C][N][C][C][Branch1][C][O][C][=C][C][=C][Branch1][C][N][C][Branch1][Ring1][C][#N][=C][Ring1][=Branch2]
C=C1C2CCC(C2)C1(C)C,[C][=C][C][C][C][C][Branch1][Ring2][C][Ring1][Branch1][C][Ring1][#Branch1][Branch1][C][C][C]
O=C(O)CN1C(=O)c2cccc3cccc(c23)C1=O,[O][=C][Branch1][C][O][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][C][=Branch1][=Branch1][=C][Ring1][#Branch2][Ring1][=Branch1][C][Ring1][=C][=O]
CCCC=C(C=O)CC,[C][C][C][C][=C][Branch1][Ring1][C][=O][C][C]
C=CC(=O)OCC(CC)CCCC,[C][=C][C][=Branch1][C][=O][O][C][C][Branch1][Ring1][C][C][C][C][C][C]
CCCCC(C=O)CC,[C][C][C][C][C][Branch1][Ring1][C][=O][C][C]
CCCC(O)C(CC)CO,[C][C][C][C][Branch1][C][O][C][Branch1][Ring1][C][C][C][O]
CCCCC(CC)C(=O)O,[C][C][C][C][C][Branch1][Ring1][C][C][C][=Branch1][C][=O][O]
O=C(O)c1cccc(Oc2ccccc2)c1,[O][=C][Branch1][C][O][C][=C][C][=C][C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][=N]
COc1ccc([N+](=O)[O-])cc1N,[C][O][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][N]
NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,[N][C][=Branch1][C][=O][N][/N][=C][/C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][O][Ring1][Branch2]
O=C(O)Cc1ccc(-c2ccccc2)cc1,[O][=C][Branch1][C][O][C][C][=C][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][N]
NC(=O)c1cc[n+](CC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)Cc4cccs4)[C@H]3SC2)cc1,[N][C][=Branch1][C][=O][C][=C][C][=N+1][Branch2][Ring2][Branch2][C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C@@H1][Branch1][=C][N][C][=Branch1][C][=O][C][C][=C][C][=C][S][Ring1][Branch1][C@H1][Ring1][=C][S][C][Ring2][Ring1][Branch1][C][=C][Ring2][Ring1][N]
CCOc1nc(C(Cl)(Cl)Cl)ns1,[C][C][O][C][=N][C][Branch1][=Branch2][C][Branch1][C][Cl][Branch1][C][Cl][Cl][=N][S][Ring1][=Branch2]
C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,[C][=C][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][Branch1][C][O][C@][Branch1][C][O][C][=Branch1][C][=O][C][Branch1][=Branch1][C][Branch1][C][N][=O][=C][Branch1][C][O][C@@H1][Branch1][=Branch1][N][Branch1][C][C][C][C@@H1][Ring1][#C][C@@H1][Branch1][C][O][C@H1][Ring2][Ring1][#C][Ring2][Ring1][Branch1]
C[C@H]1CCC[C@@H](C)N1,[C][C@H1][C][C][C][C@@H1][Branch1][C][C][N][Ring1][#Branch1]
Cc1cc(-n2nc3ccc(Cl)cc3n2)c(O)c(C(C)(C)C)c1,[C][C][=C][C][Branch1][P][N][N][=C][C][=C][C][Branch1][C][Cl][=C][C][Ring1][#Branch1][=N][Ring1][#Branch2][=C][Branch1][C][O][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][=C][Ring2][Ring1][Branch1]
CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,[C][C][Branch1][C][C][Branch1][C][C][N][C][C][Branch1][C][O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][=Branch1][C][=O][N][Ring1][#Branch1]
CCCCCCCCCCCCCCCCCC#N,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][#N]
Cc1ncc([N+](=O)[O-])n1C,[C][C][=N][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][N][Ring1][Branch2][C]
COP(C)(=O)OC,[C][O][P][Branch1][C][C][=Branch1][C][=O][O][C]
C/C=C(C)/C=C/C=C(C)C,[C][/C][=C][Branch1][C][C][/C][=C][/C][=C][Branch1][C][C][C]
COC(=O)c1ccc(C(=O)OC)cc1,[C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][#Branch1][C][=Branch1][C][=O][O][C][C][=C][Ring1][#Branch2]
CC(=O)N(C)C,[C][C][=Branch1][C][=O][N][Branch1][C][C][C]
Nc1nc(N)nc(NC2CC2)n1,[N][C][=N][C][Branch1][C][N][=N][C][Branch1][#Branch1][N][C][C][C][Ring1][Ring1][=N][Ring1][O]
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,[C][C][Branch1][C][C][C][Branch1][#Branch1][C][=C][Branch1][C][Cl][Cl][C][Ring1][Branch2][C][=Branch1][C][=O][O][C][Branch1][Ring1][C][#N][C][=C][C][=C][C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][=N]
NC(=O)NC(=O)Cc1ccccc1,[N][C][=Branch1][C][=O][N][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,[C][C][C][C@H1][Branch2][Ring1][=C][N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][C][C@@H1][C][C][C][C][C@@H1][Ring1][=Branch1][Ring1][N][C][=Branch1][C][=O][O][C][C]
CC(=O)CC(C)=O,[C][C][=Branch1][C][=O][C][C][Branch1][C][C][=O]
O=[N+]([O-])c1cccc(Cl)c1,[O][=N+1][Branch1][C][O-1][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1]
CC(C)c1ccc(C=O)cc1,[C][C][Branch1][C][C][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2]
CCc1ccc(O)cc1,[C][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1]
OCc1cccc(Oc2ccccc2)c1,[O][C][C][=C][C][=C][C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][=N]
CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,[C][N][C][C][C][=Branch2][Ring1][Branch2][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][C][S][C][=C][C][=Ring1][Branch1][Ring1][#C][C][C][Ring2][Ring1][Branch1]
Nc1ccn([C@H]2CS[C@@H](CO)O2)c(=O)n1,[N][C][C][=C][N][Branch1][N][C@H1][C][S][C@@H1][Branch1][Ring1][C][O][O][Ring1][#Branch1][C][=Branch1][C][=O][N][=Ring1][=C]
CC(O)C(=O)[O-].CC(O)C(=O)[O-],[C][C][Branch1][C][O][C][=Branch1][C][=O][O-1].[C][C][Branch1][C][O][C][=Branch1][C][=O][O-1]
[Ca+2].[Cl-].[Cl-],[Ca+2].[Cl-1].[Cl-1]
Cn1c(=O)c2c(ncn2C)n(C)c1=O,[C][N][C][=Branch1][C][=O][C][=C][Branch1][#Branch1][N][=C][N][Ring1][Branch1][C][N][Branch1][C][C][C][Ring1][N][=O]
CCC(C)OC(C)CC,[C][C][C][Branch1][C][C][O][C][Branch1][C][C][C][C]
CCCOCCOCCO,[C][C][C][O][C][C][O][C][C][O]
CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1,[C][N][Branch1][C][C][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][C][=C][C][=C][Branch2][Ring1][=Branch1][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][#Branch1][N][C][=Branch1][C][=N][N][C][=C][Ring1][#Branch2][C][=C][Ring2][Ring1][Ring1]
CC(=O)c1ccc2ccccc2c1,[C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2]
C=C(C)C(=O)OCCOC(=O)CC(C)=O,[C][=C][Branch1][C][C][C][=Branch1][C][=O][O][C][C][O][C][=Branch1][C][=O][C][C][Branch1][C][C][=O]
COC(=O)[C@H]1CC[C@H](C(=O)OC)CC1,[C][O][C][=Branch1][C][=O][C@H1][C][C][C@H1][Branch1][#Branch1][C][=Branch1][C][=O][O][C][C][C][Ring1][#Branch2]
CCOC(=O)C(C)(C)C,[C][C][O][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][C][C][C]
O=C/C=C/c1ccco1,[O][=C][/C][=C][/C][=C][C][=C][O][Ring1][Branch1]
CCCCCCCCCCCCCCCCCl,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Cl]
CCCCCCCCCCCCI,[C][C][C][C][C][C][C][C][C][C][C][C][I]
COC(=O)/C=C\C(=O)O,[C][O][C][=Branch1][C][=O][/C][=C][\C][=Branch1][C][=O][O]
CC(=O)OCCC(C)C,[C][C][=Branch1][C][=O][O][C][C][C][Branch1][C][C][C]
O=c1[nH]ncc2ccccc12,[O][=C][NH1][N][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1]
CCOCCOCCOC(C)=O,[C][C][O][C][C][O][C][C][O][C][Branch1][C][C][=O]
CCCCOCCOC(C)=O,[C][C][C][C][O][C][C][O][C][Branch1][C][C][=O]
CCCCCCCCCCCCN(C)C,[C][C][C][C][C][C][C][C][C][C][C][C][N][Branch1][C][C][C]
CCCCCCOCCO,[C][C][C][C][C][C][O][C][C][O]
CC(=O)C=C(C)C,[C][C][=Branch1][C][=O][C][=C][Branch1][C][C][C]
C[N+](C)(C)CC(O)CC(=O)[O-],[C][N+1][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][O][C][C][=Branch1][C][=O][O-1]
O=NN1CCCC1,[O][=N][N][C][C][C][C][Ring1][Branch1]
CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C.O=C(O)CCC(=O)O,[C][C][Branch1][C][C][=C][C][N][C][C][C@@][Branch1][C][C][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][#Branch1][C][C@@H1][Ring1][=C][C@@H1][Ring1][N][C].[O][=C][Branch1][C][O][C][C][C][=Branch1][C][=O][O]
CC(C)Br,[C][C][Branch1][C][C][Br]
C=CCSCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,[C][=C][C][S][C][C][N][C][=C][C][Branch1][C][Cl][=C][Branch1][=Branch2][S][Branch1][C][N][=Branch1][C][=O][=O][C][=C][Ring1][O][S][=Branch1][C][=O][=Branch1][C][=O][N][Ring1][P]
Cc1ccc(NC(N)=O)cc1,[C][C][=C][C][=C][Branch1][#Branch1][N][C][Branch1][C][N][=O][C][=C][Ring1][#Branch2]
Cc1ccc(N=C=O)cc1N=C=O,[C][C][=C][C][=C][Branch1][Ring2][N][=C][=O][C][=C][Ring1][=Branch2][N][=C][=O]
C[SiH](O[Si](C)(C)C)O[Si](C)(C)C,[C][SiH1][Branch1][#Branch2][O][Si][Branch1][C][C][Branch1][C][C][C][O][Si][Branch1][C][C][Branch1][C][C][C]
CCOc1ccccc1OCC,[C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C]
C1N2CN3CN1CN(C2)C3,[C][N][C][N][C][N][Ring1][=Branch1][C][N][Branch1][Ring2][C][Ring1][Branch2][C][Ring1][#Branch1]
O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],[O][=N+1][Branch1][C][O-1][O][C][C][Branch1][Branch2][C][O][N+1][=Branch1][C][=O][O-1][Branch1][Branch2][C][O][N+1][=Branch1][C][=O][O-1][C][O][N+1][=Branch1][C][=O][O-1]
CCCCCCCCCCCc1ccccc1,[C][C][C][C][C][C][C][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
C[N+]1([O-])CCOCC1,[C][N+1][Branch1][C][O-1][C][C][O][C][C][Ring1][#Branch1]
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,[C][C][O][P][=Branch1][C][=S][Branch1][Ring2][O][C][C][O][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2]
CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)[O-],[C][C][Branch1][C][C][S][C@@H1][C@H1][Branch1][S][N][C][=Branch1][C][=O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring1][S][C@H1][Ring2][Ring1][Ring2][C][=Branch1][C][=O][O-1]
ClC(Cl)C(Cl)(Cl)Cl,[Cl][C][Branch1][C][Cl][C][Branch1][C][Cl][Branch1][C][Cl][Cl]
Nc1ccc(C(=O)O)cc1,[N][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][Ring1][=Branch2]
CCCCCCc1ccc(O)cc1O,[C][C][C][C][C][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][O]
O=C([O-])c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],[O][=C][Branch1][C][O-1][C][=C][C][Branch2][Ring1][Branch1][O][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][Cl][=C][C][=C][Ring2][Ring1][C][N+1][=Branch1][C][=O][O-1]
CC1(C)Cc2cccc(N)c2O1,[C][C][Branch1][C][C][C][C][=C][C][=C][C][Branch1][C][N][=C][Ring1][#Branch1][O][Ring1][O]
NC(=O)CC[C@H](Nc1ccc([N+](=O)[O-])cc1)C(=O)O,[N][C][=Branch1][C][=O][C][C][C@H1][Branch1][P][N][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][C][=Branch1][C][=O][O]
CCCCC(C)C(=O)O,[C][C][C][C][C][Branch1][C][C][C][=Branch1][C][=O][O]
COCc1ccc(COC)cc1,[C][O][C][C][=C][C][=C][Branch1][Ring2][C][O][C][C][=C][Ring1][=Branch2]
Nc1cc(C(=O)O)c(O)c(S(=O)(=O)O)c1,[N][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][Branch1][C][O][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O][=C][Ring1][=C]
O=CN1CCCCC1,[O][=C][N][C][C][C][C][C][Ring1][=Branch1]
C[C@@H]1CC2(OC3C[C@@]4(C)C5=CC[C@H]6C(C)(C)C(O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)CC[C@@]67C[C@@]57CC[C@]4(C)C31)OC(O)C1(C)OC21,[C][C@@H1][C][C][Branch2][=Branch1][Ring1][O][C][C][C@@][Branch1][C][C][C][=C][C][C@H1][C][Branch1][C][C][Branch1][C][C][C][Branch1][P][O][C@@H1][O][C][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][Branch2][O][C][C][C@@][Ring2][Ring1][C][C][C@@][Ring2][Ring1][#Branch1][Ring1][Ring1][C][C][C@][Ring2][Ring1][N][Branch1][C][C][C][Ring2][Ring1][S][Ring2][Ring2][Ring2][O][C][Branch1][C][O][C][Branch1][C][C][O][C][Ring2][Ring2][=Branch2][Ring1][Ring2]
COc1ccc(-n2nc(C(F)F)cc2-c2ccc(S(C)=O)cc2)cc1,[C][O][C][=C][C][=C][Branch2][Ring1][=C][N][N][=C][Branch1][=Branch1][C][Branch1][C][F][F][C][=C][Ring1][Branch2][C][=C][C][=C][Branch1][=Branch1][S][Branch1][C][C][=O][C][=C][Ring1][=Branch2][C][=C][Ring2][Ring1][#Branch1]
OCCc1ccccc1,[O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
NC=O,[N][C][=O]
COC(=O)c1ccccc1C(=O)OC,[C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C]
NC(Cc1ccc(F)cc1)C(=O)O,[N][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][O]
O=C(Cl)c1ccccc1F,[O][=C][Branch1][C][Cl][C][=C][C][=C][C][=C][Ring1][=Branch1][F]
CCCCCCC1CCC(=O)O1,[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][Ring1][=Branch1]
O=CNc1ccccc1,[O][=C][N][C][=C][C][=C][C][=C][Ring1][=Branch1]
CC(=O)OC(C)C[N+](C)(C)C,[C][C][=Branch1][C][=O][O][C][Branch1][C][C][C][N+1][Branch1][C][C][Branch1][C][C][C]
CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,[C][C][Branch1][C][C][=C][C][C][Branch2][Ring1][#Branch2][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][=N][C][Ring2][Ring1][Ring2][Branch1][C][C][C]
O=P1(N(CCCl)CCCl)NCCCO1,[O][=P][Branch1][#Branch2][N][Branch1][Ring2][C][C][Cl][C][C][Cl][N][C][C][C][O][Ring1][=N]
CCS(=O)(=O)CCSP(=O)(OC)OC,[C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][C][S][P][=Branch1][C][=O][Branch1][Ring1][O][C][O][C]
O=C1C=CCCC1,[O][=C][C][=C][C][C][C][Ring1][=Branch1]
O=C(Cl)OCCOCCOC(=O)Cl,[O][=C][Branch1][C][Cl][O][C][C][O][C][C][O][C][=Branch1][C][=O][Cl]
CC(=O)CCc1ccc(OC(C)=O)cc1,[C][C][=Branch1][C][=O][C][C][C][=C][C][=C][Branch1][#Branch1][O][C][Branch1][C][C][=O][C][=C][Ring1][#Branch2]
O=c1c(O)c(O)c1=O,[O][=C][C][Branch1][C][O][=C][Branch1][C][O][C][Ring1][=Branch1][=O]
O=C(O)c1ccccn1,[O][=C][Branch1][C][O][C][=C][C][=C][C][=N][Ring1][=Branch1]
Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,[N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][Branch1][=N][C][C][C][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=O][C][Ring1][=N][=O]
COc1nc(N)nc2nc[nH]c12,[C][O][C][=N][C][Branch1][C][N][=N][C][N][=C][NH1][C][Ring1][#Branch2][=Ring1][Branch1]
O=P(O)(O)O,[O][=P][Branch1][C][O][Branch1][C][O][O]
COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,[C][O][P][=Branch1][C][=S][Branch1][Ring1][O][C][S][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=O]
C=C(C)C(N)=O,[C][=C][Branch1][C][C][C][Branch1][C][N][=O]
COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,[C][O][C][=C][C][=C][Branch2][Ring1][=Branch1][C][=C][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][Ring1][=Branch2][=C][Ring1][=N][C][=C][Ring2][Ring1][Ring1][C][C][C][C][C][Branch1][O][C][C][Branch1][Ring2][C][Ring1][=Branch1][C][Ring1][=Branch2][C][Ring1][#Branch2]
C[N+]1(CCC(C(N)=O)(c2ccccc2)c2ccccc2)CCCCC1,[C][N+1][Branch2][Ring1][=N][C][C][C][Branch1][=Branch1][C][Branch1][C][N][=O][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][C][Ring2][Ring1][Branch2]
CCCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCC)c(C(=O)OCCCCCCCC)c1,[C][C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][=C][C][=Branch1][C][=O][O][C][C][C][C][C][C][C][C][C][Branch1][=C][C][=Branch1][C][=O][O][C][C][C][C][C][C][C][C][=C][Ring2][Ring1][N]
CCCCCCOC(=O)CC(CC(=O)OCCCCCC)(OC(=O)CCC)C(=O)OCCCCCC,[C][C][C][C][C][C][O][C][=Branch1][C][=O][C][C][Branch1][=N][C][C][=Branch1][C][=O][O][C][C][C][C][C][C][Branch1][=Branch2][O][C][=Branch1][C][=O][C][C][C][C][=Branch1][C][=O][O][C][C][C][C][C][C]
C=CC(=O)OCCCC,[C][=C][C][=Branch1][C][=O][O][C][C][C][C]
C[C@@H](Oc1ccc(CNC(=O)c2cccnc2Oc2ccc3c(c2)OCO3)c(F)c1)C(=O)O,[C][C@@H1][Branch2][Ring2][#C][O][C][=C][C][=C][Branch2][Ring1][#C][C][N][C][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1][C][Branch1][C][F][=C][Ring2][Ring1][O][C][=Branch1][C][=O][O]
O=C(O)CC(C(=O)O)C(CC(=O)O)C(=O)O,[O][=C][Branch1][C][O][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O]
Cc1ccc(C=O)cc1C,[C][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][C]
CC(C)NC(=O)c1ccccc1N,[C][C][Branch1][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][N]
O=C(O)CONC(=O)c1ccccc1,[O][=C][Branch1][C][O][C][O][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1]
CC12CCC(C1)C(C)(C)C2O,[C][C][C][C][C][Branch1][Ring2][C][Ring1][Branch1][C][Branch1][C][C][Branch1][C][C][C][Ring1][=Branch2][O]
CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,[C][C][Branch1][C][C][N][C][=Branch1][C][=N][N][C][=Branch1][C][=N][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1]
CN1CCN(C(c2ccccc2)c2ccccc2)CC1,[C][N][C][C][N][Branch2][Ring1][Ring2][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][Ring1]
CC(O)CN(CCCN(C)C)CCCN(C)C,[C][C][Branch1][C][O][C][N][Branch1][=Branch2][C][C][C][N][Branch1][C][C][C][C][C][C][N][Branch1][C][C][C]
CN(C)CCCNCCCN(C)C,[C][N][Branch1][C][C][C][C][C][N][C][C][C][N][Branch1][C][C][C]
Fc1ccc(Br)cc1,[F][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1]
c1c[nH]cn1,[C][=C][NH1][C][=N][Ring1][Branch1]
O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,[O][=C][Branch1][C][O-1][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C][O]
CCC[N+](CCC)(CCC)CCC,[C][C][C][N+1][Branch1][Ring2][C][C][C][Branch1][Ring2][C][C][C][C][C][C]
O=C(OCCOCCOCCOC(=O)c1ccccc1)c1ccccc1,[O][=C][Branch2][Ring1][#Branch1][O][C][C][O][C][C][O][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
C=C(C)C1CC=C(C)CC1,[C][=C][Branch1][C][C][C][C][C][=C][Branch1][C][C][C][C][Ring1][#Branch1]
NC(=O)N1c2ccccc2C=Cc2ccccc21,[N][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#C]
CCOC(=O)n1ccn(C)c1=S,[C][C][O][C][=Branch1][C][=O][N][C][=C][N][Branch1][C][C][C][Ring1][=Branch1][=S]
CC(=O)CCC(=O)O,[C][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][O]
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,[O][=C][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][N][C][C][=Branch1][C][=O][N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][C][Ring1][#C]
CCCCCCCC=O,[C][C][C][C][C][C][C][C][=O]
CCCCCCCCCCCCCCCCCC(=O)O,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
