smiles,smi_mac_fragments,selfies,NR-AR
O=C(O)c1cccc([N+](=O)[O-])c1,"[1*]C(=O)O,[14*]c1cccc([N+](=O)[O-])c1",[O][=C][Branch1][C][O][C][=C][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][=Branch2],0
O=C(O)c1ccccc1[N+](=O)[O-],"[1*]C(=O)O,[14*]c1ccccc1[N+](=O)[O-]",[O][=C][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1],0
CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,"[3*]CC(O)C[3*],[2*]O[2*],[3*]CC,[1*]C(C)=O,[1*]C([1*])=O,[4*]N[4*],[14*]c1ccc([14*])c([14*])c1,[3*]C(C)(C)C,[4*]N([4*])[4*]",[C][C][N][Branch1][Ring1][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][P][O][C][C][Branch1][C][O][C][N][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][=Branch1][C][Branch1][C][C][=O][=C][Ring2][Ring1][Ring1],0
CCCCCCCCCCOc1cc2c(O)c(C(=O)OCC)cnc2cc1OCC,"[2*]O[2*],[3*]CC,[3*]CCCCCCCCCC,[1*]C([1*])=O,[14*]c1cc2ncc([14*])c(O)c2cc1[14*]",[C][C][C][C][C][C][C][C][C][C][O][C][=C][C][=C][Branch1][C][O][C][Branch1][Branch2][C][=Branch1][C][=O][O][C][C][=C][N][=C][Ring1][N][C][=C][Ring1][S][O][C][C],0
O=C([O-])c1ccccc1C(=O)O,"[1*]C(=O)O,[1*]C(=O)[O-],[14*]c1ccccc1[14*]",[O][=C][Branch1][C][O-1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O],0
Cc1ccc(Nc2ccc(O)c3c2C(=O)c2ccccc2C3=O)cc1,"[14*]c1ccc(C)cc1,[4*]N[4*],[14*]c1ccc(O)c2c1C(=O)c1ccccc1C2=O",[C][C][=C][C][=C][Branch2][Ring1][=N][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][O][=O][C][=C][Ring2][Ring1][Branch2],0
CC(C)CC(=O)CC(C)C,CC(C)CC(=O)CC(C)C,[C][C][Branch1][C][C][C][C][=Branch1][C][=O][C][C][Branch1][C][C][C],0
CC(=O)C=Cc1ccco1,"[5*]=Cc1ccco1,[5*]=CC(C)=O",[C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][O][Ring1][Branch1],0
COc1cc(CC(C)N)cc2c1OCO2,"[6*]CC(C)N,[14*]c1cc([14*])c2c(c1)OCO2,[2*]OC",[C][O][C][=C][C][Branch1][#Branch1][C][C][Branch1][C][C][N][=C][C][=C][Ring1][#Branch2][O][C][O][Ring1][Branch1],0
CC(Cc1ccc2c(c1)OCO2)NO,"[14*]c1ccc2c(c1)OCO2,[6*]CC(C)NO",[C][C][Branch1][P][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1][N][O],0
COc1ccc(OC)c(CC(C)N)c1,"[6*]CC(C)N,[14*]c1ccc([14*])c([14*])c1,[2*]OC",[C][O][C][=C][C][=C][Branch1][Ring1][O][C][C][Branch1][#Branch1][C][C][Branch1][C][C][N][=C][Ring1][N],0
O=C(NC(O)C(Cl)(Cl)Cl)NC(O)C(Cl)(Cl)Cl,"[1*]C([1*])=O,[4*]N[4*],[3*]C(O)C(Cl)(Cl)Cl",[O][=C][Branch1][=C][N][C][Branch1][C][O][C][Branch1][C][Cl][Branch1][C][Cl][Cl][N][C][Branch1][C][O][C][Branch1][C][Cl][Branch1][C][Cl][Cl],0
CNC(C)Cc1ccc2c(c1)OCO2,"[4*]NC,[14*]c1ccc2c(c1)OCO2,[3*]C(C)C[6*]",[C][N][C][Branch1][C][C][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1],0
CC=Cc1ccc(OC)cc1,"[5*]=CC,[2*]OC,[5*]=Cc1ccc([14*])cc1",[C][C][=C][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2],0
C/C=C/c1ccc(OC)cc1,"[5*]=CC,[2*]OC,[5*]=Cc1ccc([14*])cc1",[C][/C][=C][/C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2],0
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,"[6*]CCC(C)C,[13*]C1([13*])C(=O)NC(=O)NC1=O,[6*]CC",[C][C][C][Branch1][Branch2][C][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][Ring1][=N][=O],0
OC[C@@H](O)[C@H]1O[C@@H]2O[C@H](C(Cl)(Cl)Cl)O[C@@H]2[C@H]1O,"[6*]C(Cl)(Cl)Cl,[6*][C@H](O)CO,[11*][C@@H]1O[C@H]2O[C@H]([11*])[C@H](O)[C@H]2O1",[O][C][C@@H1][Branch1][C][O][C@H1][O][C@@H1][O][C@H1][Branch1][=Branch2][C][Branch1][C][Cl][Branch1][C][Cl][Cl][O][C@@H1][Ring1][=Branch2][C@H1][Ring1][N][O],0
CNC[C@H](O)c1cccc(O)c1,"[4*]NC,[3*]C[C@@H]([6*])O,[14*]c1cccc(O)c1",[C][N][C][C@H1][Branch1][C][O][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1],0
CC(O)CN(CC(C)O)CC(C)O,"[3*]CC(C)O,[4*]N([4*])[4*]",[C][C][Branch1][C][O][C][N][Branch1][#Branch1][C][C][Branch1][C][C][O][C][C][Branch1][C][C][O],0
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,"[6*]C[C@H](N)C(=O)O,[14*]c1c[nH]c2ccccc12",[N][C@@H1][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][=Branch1][C][=O][O],0
Nc1cc(S(=O)(=O)O)ccc1S(=O)(=O)O,Nc1cc(S(=O)(=O)O)ccc1S(=O)(=O)O,[N][C][=C][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O][=C][C][=C][Ring1][#Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O],0
C=CCOC(=O)CCC1CCCCC1,"[2*]O[2*],[1*]C(=O)CC[6*],[13*]C1CCCCC1,[3*]CC=C",[C][=C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][Ring1][=Branch1],0
Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,"[7*]n1cc(C)c(=O)[nH]c1=O,[6*]CO,[6*][C@H]1C=C[C@H]([11*])O1",[C][C][=C][N][Branch1][N][C@H1][C][=C][C@@H1][Branch1][Ring1][C][O][O][Ring1][#Branch1][C][=Branch1][C][=O][NH1][C][Ring1][=C][=O],0
CC(C)CCOC(=O)CC(C)C,"[2*]O[2*],[3*]CCC(C)C,[1*]C(=O)CC(C)C",[C][C][Branch1][C][C][C][C][O][C][=Branch1][C][=O][C][C][Branch1][C][C][C],0
CC1=CC[C@H](CC=O)C1(C)C,"[6*]CC=O,[13*][C@@H]1CC=C(C)C1(C)C",[C][C][=C][C][C@H1][Branch1][Ring2][C][C][=O][C][Ring1][Branch2][Branch1][C][C][C],0
OCc1cccnc1,"[14*]c1cccnc1,[6*]CO",[O][C][C][=C][C][=C][N][=C][Ring1][=Branch1],0
O=C(OCC(COC(=O)c1cccnc1)(COC(=O)c1cccnc1)COC(=O)c1cccnc1)c1cccnc1,"[3*]CC(C[3*])(C[3*])C[3*],[2*]O[2*],[14*]c1cccnc1,[1*]C([1*])=O",[O][=C][Branch2][Branch1][C][O][C][C][Branch1][#C][C][O][C][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1][Branch1][#C][C][O][C][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1][C][O][C][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1][C][=C][C][=C][N][=C][Ring1][=Branch1],0
OC1OCCOC1O,OC1OCCOC1O,[O][C][O][C][C][O][C][Ring1][=Branch1][O],0
CC(C)(COC(=O)c1ccccc1)COC(=O)c1ccccc1,"[3*]CC(C)(C)C[3*],[14*]c1ccccc1,[1*]C([1*])=O,[2*]O[2*]",[C][C][Branch1][C][C][Branch1][#C][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],0
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,[N][C][=C][C][=C][Branch2][Ring1][Ring1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][C][=C][Ring1][S],0
CN(C)NC(=O)CCC(=O)O,CN(C)NC(=O)CCC(=O)O,[C][N][Branch1][C][C][N][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][O],0
O=C1NC(=O)[C@@H]2CC=CC[C@H]12,O=C1NC(=O)[C@@H]2CC=CC[C@H]12,[O][=C][N][C][=Branch1][C][=O][C@@H1][C][C][=C][C][C@H1][Ring1][#Branch2][Ring1][=Branch1],0
Nc1ccc(O)c(C(=O)O)c1,"[14*]c1cc(N)ccc1O,[1*]C(=O)O",[N][C][=C][C][=C][Branch1][C][O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][Ring1][#Branch2],0
CCCCCCCCOS(=O)(=O)[O-],"[3*]CCCCCCCC,[2*]OS(=O)(=O)[O-]",[C][C][C][C][C][C][C][C][O][S][=Branch1][C][=O][=Branch1][C][=O][O-1],0
COc1cc(C(=S)N2CCOCC2)cc(OC)c1OC,"[14*]c1cc(C(=S)N2CCOCC2)cc([14*])c1[14*],[2*]OC",[C][O][C][=C][C][Branch1][=N][C][=Branch1][C][=S][N][C][C][O][C][C][Ring1][=Branch1][=C][C][Branch1][Ring1][O][C][=C][Ring1][S][O][C],0
COc1cccc(OC)c1C(=O)O,"[1*]C(=O)O,[14*]c1cccc([14*])c1[14*],[2*]OC",[C][O][C][=C][C][=C][C][Branch1][Ring1][O][C][=C][Ring1][Branch2][C][=Branch1][C][=O][O],0
CCOC(=N)CC(=O)OCC,"[2*]O[2*],[1*]C(=O)CC(=N)O[2*],[3*]CC",[C][C][O][C][=Branch1][C][=N][C][C][=Branch1][C][=O][O][C][C],0
C#CCOC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1,"[4*]N(C)C,[1*]C(=O)C([3*])([6*])[6*],[3*]CC#C,[3*]CC[3*],[2*]O[2*],[14*]c1ccccc1",[C][#C][C][O][C][Branch1][=N][C][=Branch1][C][=O][O][C][C][N][Branch1][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],0
CCOP(=O)(N=C1SCCS1)OCC,"[2*]OP(=O)(N=C1SCCS1)O[2*],[3*]CC",[C][C][O][P][=Branch1][C][=O][Branch1][=Branch2][N][=C][S][C][C][S][Ring1][Branch1][O][C][C],0
CC(=O)S[C@H](C(=O)N[C@H]1Cc2ccccc2[C@H]2CCC[C@@H](C(=O)O)N2C1=O)C(C)C,"[1*]C(=O)O,[9*]SC(C)=O,[4*]N[4*],[1*]C(=O)[C@@H]([3*])C(C)C,[3*][C@H]1Cc2ccccc2[C@H]2CCC[C@H]([11*])N2C1=O",[C][C][=Branch1][C][=O][S][C@H1][Branch2][Ring2][Ring2][C][=Branch1][C][=O][N][C@H1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][C][C][C][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][N][Ring1][=Branch2][C][Ring2][Ring1][C][=O][C][Branch1][C][C][C],0
Brc1ccccc1-c1ccccc1,"[14*]c1ccccc1,[14*]c1ccccc1Br",[Br][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],0
Brc1ccccc1,Brc1ccccc1,[Br][C][=C][C][=C][C][=C][Ring1][=Branch1],0
CC(C)(Oc1ccc(Cl)cc1)C(=O)O,"[2*]O[2*],[14*]c1ccc(Cl)cc1,[3*]C(C)(C)C(=O)O",[C][C][Branch1][C][C][Branch1][=N][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][O],0
CC=CC(=O)N(CC)c1ccccc1C,"[1*]C(=O)C=[5*],[14*]c1ccccc1C,[3*]CC,[5*]=CC,[4*]N([4*])[4*]",[C][C][=C][C][=Branch1][C][=O][N][Branch1][Ring1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C],0
CC1(C)SC(C)(C)SC(C)(C)S1,CC1(C)SC(C)(C)SC(C)(C)S1,[C][C][Branch1][C][C][S][C][Branch1][C][C][Branch1][C][C][S][C][Branch1][C][C][Branch1][C][C][S][Ring1][O],0
O=C(O)CSCC(=O)NC1CCSC1=O,"[3*]CC(=O)O,[1*]C(=O)C[3*],[3*]C1CCSC1=O,[4*]N[4*],[9*]S[9*]",[O][=C][Branch1][C][O][C][S][C][C][=Branch1][C][=O][N][C][C][C][S][C][Ring1][Branch1][=O],0
O=C(O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C(=O)O,O=C(O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C(=O)O,[O][=C][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C][=Branch1][C][=O][O],0
C=CCn1cc[n+](C)c1,"[7*]n1cc[n+](C)c1,[6*]CC=C",[C][=C][C][N][C][=C][N+1][Branch1][C][C][=C][Ring1][=Branch1],0
CCCCCC(=O)O,CCCCCC(=O)O,[C][C][C][C][C][C][=Branch1][C][=O][O],0
O=C(O)CCCCC(=O)O,O=C(O)CCCCC(=O)O,[O][=C][Branch1][C][O][C][C][C][C][C][=Branch1][C][=O][O],0
CCCCCC=O,CCCCCC=O,[C][C][C][C][C][C][=O],0
CCCCCC/C=C/CCCCCCCC(=O)O,"[5*]=CCCCCCCCC(=O)O,[5*]=CCCCCCC",[C][C][C][C][C][C][/C][=C][/C][C][C][C][C][C][C][C][=Branch1][C][=O][O],0
CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],0
O=C(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,O=C(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,[O][=C][Branch1][=Branch2][C][Branch1][C][Cl][Branch1][C][Cl][Cl][C][Branch1][C][Cl][Branch1][C][Cl][Cl],0
CCCCCCC(=O)O,CCCCCCC(=O)O,[C][C][C][C][C][C][C][=Branch1][C][=O][O],0
CCCC(=O)CC,CCCC(=O)CC,[C][C][C][C][=Branch1][C][=O][C][C],0
CC(C)C#N,CC(C)C#N,[C][C][Branch1][C][C][C][#N],0
CCOC(=O)c1ccccc1N,"[2*]O[2*],[14*]c1ccccc1N,[1*]C([1*])=O,[3*]CC",[C][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][N],0
CCNc1ccccc1,"[14*]c1ccccc1,[4*]N[4*],[3*]CC",[C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1],0
Nc1nc2c(ncn2COCCO)c(=O)[nH]1,"[7*]n1cnc2c(=O)[nH]c(N)nc21,[2*]OC[6*],[3*]CCO",[N][C][=N][C][=C][Branch1][O][N][=C][N][Ring1][Branch1][C][O][C][C][O][C][=Branch1][C][=O][NH1][Ring1][#C],0
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,"[7*]n1cnc2c(N)ncnc21,[6*]CO,[6*][C@@H]1O[C@@H]([11*])[C@@H](O)[C@H]1O",[N][C][=N][C][=N][C][=C][Ring1][=Branch1][N][=C][N][Ring1][Branch1][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Ring1][Branch2][O],0
CC[N+](=O)[O-],CC[N+](=O)[O-],[C][C][N+1][=Branch1][C][=O][O-1],0
O=C(O)c1ccc([N+](=O)[O-])cc1,"[1*]C(=O)O,[14*]c1ccc([N+](=O)[O-])cc1",[O][=C][Branch1][C][O][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2],0
CCCC[N+](=O)[O-],CCCC[N+](=O)[O-],[C][C][C][C][N+1][=Branch1][C][=O][O-1],0
O=[N+]([O-])c1ccccc1,O=[N+]([O-])c1ccccc1,[O][=N+1][Branch1][C][O-1][C][=C][C][=C][C][=C][Ring1][=Branch1],0
O=[N+]([O-])c1ccc2[nH]cnc2c1,O=[N+]([O-])c1ccc2[nH]cnc2c1,[O][=N+1][Branch1][C][O-1][C][=C][C][=C][NH1][C][=N][C][Ring1][Branch1][=C][Ring1][=Branch2],0
COc1ccccc1[N+](=O)[O-],"[14*]c1ccccc1[N+](=O)[O-],[2*]OC",[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1],0
CNC(=O)O/N=C/C(C)(C)S(C)=O,"[4*]NC,[1*]C([1*])=O,[2*]O/N=C/C(C)(C)S(C)=O",[C][N][C][=Branch1][C][=O][O][/N][=C][/C][Branch1][C][C][Branch1][C][C][S][Branch1][C][C][=O],0
Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,"[4*]N(C)C,[2*]O[2*],[1*]C([1*])=O,[12*]c1nc([12*])c(C)c(C)n1",[C][C][=N][C][Branch1][=Branch1][N][Branch1][C][C][C][=N][C][Branch1][O][O][C][=Branch1][C][=O][N][Branch1][C][C][C][=C][Ring1][#C][C],0
CCN(CC)c1cc(C)nc2ncnn12,"[12*]c1cc(C)nc2ncnn12,[3*]CC,[4*]N([4*])[4*]",[C][C][N][Branch1][Ring1][C][C][C][=C][C][Branch1][C][C][=N][C][=N][C][=N][N][Ring1][#Branch2][Ring1][Branch1],0
CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,"[6*]C(C)C,[7*]n1nc([12*])nc1Cl,[3*]CC,[2*]OP(=S)(O[2*])O[2*]",[C][C][O][P][=Branch1][C][=S][Branch1][Ring2][O][C][C][O][C][N][=C][Branch1][C][Cl][N][Branch1][=Branch1][C][Branch1][C][C][C][N][=Ring1][=Branch2],0
Oc1c(Br)cc(Br)cc1Br,Oc1c(Br)cc(Br)cc1Br,[O][C][=C][Branch1][C][Br][C][=C][Branch1][C][Br][C][=C][Ring1][Branch2][Br],0
CCOC(=O)c1ccccc1O,"[14*]c1ccccc1O,[2*]O[2*],[1*]C([1*])=O,[3*]CC",[C][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][O],0
O=C(Oc1ccccc1)c1ccccc1O,"[14*]c1ccccc1O,[2*]O[2*],[14*]c1ccccc1,[1*]C([1*])=O",[O][=C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][O],1
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,"[3*]CCCCCCCC,[1*]C([1*])=O,[14*]c1ccccc1[14*],[2*]O[2*]",[C][C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][C][C][C][C][C][C],0
CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1,"[14*]c1ccc(S(C)=O)cc1,[3*]CC,[2*]OP(=S)(O[2*])O[2*]",[C][C][O][P][=Branch1][C][=S][Branch1][Ring2][O][C][C][O][C][=C][C][=C][Branch1][=Branch1][S][Branch1][C][C][=O][C][=C][Ring1][=Branch2],0
Cc1ccc(S(=O)(=O)[O-])cc1.[Na+],"Cc1ccc(S(=O)(=O)[O-])cc1,[Na+]",[C][C][=C][C][=C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C][=C][Ring1][#Branch2].[Na+1],0
C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,"[2*]O[2*],[3*]CC[3*],[1*]C(=O)CCC([1*])=O,[4*][N+](C)(C)C",[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][O][C][C][N+1][Branch1][C][C][Branch1][C][C][C],0
O=C(O)CCC(=O)O,O=C(O)CCC(=O)O,[O][=C][Branch1][C][O][C][C][C][=Branch1][C][=O][O],0
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,"[10*]S(=O)(=O)c1ccc(N)cc1,[4*]N[4*],[12*]c1cc([12*])nc([12*])n1,[2*]OC",[C][O][C][=C][C][Branch2][Ring1][Ring2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=N][C][Branch1][Ring1][O][C][=N][Ring2][Ring1][Ring1],0
N=C(N)NS(=O)(=O)c1ccc(N)cc1,"[10*]S(=O)(=O)c1ccc(N)cc1,[4*]NC(=N)N",[N][=C][Branch1][C][N][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1],0
COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,"[10*]S(=O)(=O)c1ccc(N)cc1,[12*]c1ncnc([12*])c1[14*],[4*]N[4*],[2*]OC",[C][O][C][=N][C][=N][C][Branch2][Ring1][Ring2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=C][Ring1][P][O][C],0
CCCCC(CC)COC(=O)CS,"[3*]CC(CC)CCCC,[2*]O[2*],[1*]C(=O)CS",[C][C][C][C][C][Branch1][Ring1][C][C][C][O][C][=Branch1][C][=O][C][S],0
C=C(C)C(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,"[2*]O[2*],[3*][C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,[1*]C(=O)C(=C)C",[C][=C][Branch1][C][C][C][=Branch1][C][=O][O][C@@H1][C][C@H1][C][C][C@][Ring1][=Branch1][Branch1][C][C][C][Ring1][=Branch1][Branch1][C][C][C],0
C=CC[N+](C)(C)CC=C,"[4*][N+]([4*])(C)C,[3*]CC=C",[C][=C][C][N+1][Branch1][C][C][Branch1][C][C][C][C][=C],0
CCCCCCCCS(=O)(=O)Cl,CCCCCCCCS(=O)(=O)Cl,[C][C][C][C][C][C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][Cl],0
O=C([O-])C(Cl)(Cl)Cl,O=C([O-])C(Cl)(Cl)Cl,[O][=C][Branch1][C][O-1][C][Branch1][C][Cl][Branch1][C][Cl][Cl],0
CCCCCCCCCCC1CO1,"[6*]CCCCCCCCCC,[11*]C1CO1",[C][C][C][C][C][C][C][C][C][C][C][C][O][Ring1][Ring1],0
CCC(CC)C(=O)O,CCC(CC)C(=O)O,[C][C][C][Branch1][Ring1][C][C][C][=Branch1][C][=O][O],0
CCC(CO)(CO)[N+](=O)[O-],CCC(CO)(CO)[N+](=O)[O-],[C][C][C][Branch1][Ring1][C][O][Branch1][Ring1][C][O][N+1][=Branch1][C][=O][O-1],0
C=C(C)[C@@H]1CC=C(C)C(=O)C1,C=C(C)[C@@H]1CC=C(C)C(=O)C1,[C][=C][Branch1][C][C][C@@H1][C][C][=C][Branch1][C][C][C][=Branch1][C][=O][C][Ring1][Branch2],0
O=C(CCl)NCO,"[4*]NCO,[1*]C(=O)CCl",[O][=C][Branch1][Ring1][C][Cl][N][C][O],0
C=CC(C)(O)CCCC(C)CCCC(C)CCCC(C)C,C=CC(C)(O)CCCC(C)CCCC(C)CCCC(C)C,[C][=C][C][Branch1][C][C][Branch1][C][O][C][C][C][C][Branch1][C][C][C][C][C][C][Branch1][C][C][C][C][C][C][Branch1][C][C][C],0
CCCCCCCCCCCCCCN(C)C,"[4*]N(C)C,[3*]CCCCCCCCCCCCCC",[C][C][C][C][C][C][C][C][C][C][C][C][C][C][N][Branch1][C][C][C],0
CCCCCCCCCCCCCCO,CCCCCCCCCCCCCCO,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][O],0
CCCCCCCCCCCCCCCCN(C)C,"[4*]N(C)C,[3*]CCCCCCCCCCCCCCCC",[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][N][Branch1][C][C][C],0
OCCOCCOCCOCCO,"[2*]O[2*],[3*]CC[3*],[3*]CCO",[O][C][C][O][C][C][O][C][C][O][C][C][O],0
CCCCCCOCCOCCO,"[2*]O[2*],[3*]CCCCCC,[3*]CCO,[3*]CC[3*]",[C][C][C][C][C][C][O][C][C][O][C][C][O],0
CC(C)CC(C)CC(O)CC(C)C,CC(C)CC(C)CC(O)CC(C)C,[C][C][Branch1][C][C][C][C][Branch1][C][C][C][C][Branch1][C][O][C][C][Branch1][C][C][C],0
OCCN1CCN(CCO)CC1,"[4*]N1CCN([4*])CC1,[3*]CCO",[O][C][C][N][C][C][N][Branch1][Ring2][C][C][O][C][C][Ring1][=Branch2],0
CCCCCC(C=O)=Cc1ccccc1,"[5*]=Cc1ccccc1,[5*]=C(C=O)CCCCC",[C][C][C][C][C][C][Branch1][Ring1][C][=O][=C][C][=C][C][=C][C][=C][Ring1][=Branch1],0
O=C1CCCC1,O=C1CCCC1,[O][=C][C][C][C][C][Ring1][Branch1],0
O=C(OCc1ccccc1)c1ccccc1,"[2*]O[2*],[14*]c1ccccc1,[1*]C([1*])=O,[3*]C[6*]",[O][=C][Branch1][O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],0
COc1ccc(C)cc1[N+](=O)[O-],"[14*]c1ccc(C)cc1[N+](=O)[O-],[2*]OC",[C][O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][N+1][=Branch1][C][=O][O-1],0
CCC(N)(CO)CO,CCC(N)(CO)CO,[C][C][C][Branch1][C][N][Branch1][Ring1][C][O][C][O],0
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],"[1*]C(=O)C1=C(C)NC(C)=C(C([1*])=O)C1[6*],[14*]c1ccccc1[N+](=O)[O-],[2*]OC",[C][O][C][=Branch1][C][=O][C][=C][Branch1][C][C][N][C][Branch1][C][C][=C][Branch1][#Branch1][C][=Branch1][C][=O][O][C][C][Ring1][N][C][=C][C][=C][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1],0
O=C(Cl)C(Cl)(Cl)Cl,O=C(Cl)C(Cl)(Cl)Cl,[O][=C][Branch1][C][Cl][C][Branch1][C][Cl][Branch1][C][Cl][Cl],0
COC(=O)CC(=O)C(C)(C)C,"[1*]C(=O)CC(=O)C(C)(C)C,[2*]OC",[C][O][C][=Branch1][C][=O][C][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][C][C][C],0
COC(=O)c1cc(Cl)cc(Cl)c1,"[14*]c1cc(Cl)cc(Cl)c1,[1*]C([1*])=O,[2*]OC",[C][O][C][=Branch1][C][=O][C][=C][C][Branch1][C][Cl][=C][C][Branch1][C][Cl][=C][Ring1][Branch2],0
