smiles,smi_fragments,selfies,selfies_fragments,CT_TOX
CCCC(C)C1(C(=O)NC(=S)NC1=O)CC,"['CCCC(C)[6C]', '[13C]C1([13C])C(=O)NC(=S)NC1=O', 'CC[6C]']",[C][C][C][C][Branch1][C][C][C][Branch1][#C][C][=Branch1][C][=O][N][C][=Branch1][C][=S][N][C][Ring1][Branch2][=O][C][C],"['[C][C][C][C][Branch1][C][C][6C]', '[13C][C][Branch1][C][13C][C][=Branch1][C][=O][N][C][=Branch1][C][=S][N][C][Ring1][=Branch2][=O]', '[C][C][6C]']",0
CCCC(CCC)C(=O)[O-],['CCCC(CCC)C(=O)[O-]'],[C][C][C][C][Branch1][Ring2][C][C][C][C][=Branch1][C][=O][O-1],['[C][C][C][C][Branch1][Ring2][C][C][C][C][=Branch1][C][=O][O-1]'],0
CCCC(CCC)C(=O)O[C@H]1C[C@H]2CC[C@@H](C1)[N+]2(C)C,"['CCCC(CCC)C([1C])=O', '[2C]O[2C]', 'C[N+]1(C)[C@H]2CC[C@@H]1C[C@H]([3C])C2']",[C][C][C][C][Branch1][Ring2][C][C][C][C][=Branch1][C][=O][O][C@H1][C][C@H1][C][C][C@@H1][Branch1][Ring2][C][Ring1][#Branch1][N+1][Ring1][=Branch1][Branch1][C][C][C],"['[C][C][C][C][Branch1][Ring2][C][C][C][C][Branch1][C][1C][=O]', '[2C][O][2C]', '[C][N+1][Branch1][C][C][C@H1][C][C][C@@H1][Ring1][=Branch1][C][C@H1][Branch1][C][3C][C][Ring1][Branch2]']",0
CCCC(=O)Nc1c(cc(c(c1I)CC(CC)C(=O)[O-])I)I,"['[14C]c1c(I)cc(I)c([14C])c1I', '[4C]N[4C]', 'CCC(C[6C])C(=O)[O-]', 'CCCC([1C])=O']",[C][C][C][C][=Branch1][C][=O][N][C][=C][Branch2][Ring1][=Branch2][C][=C][Branch2][Ring1][Ring1][C][=Branch1][Branch1][=C][Ring1][=Branch1][I][C][C][Branch1][Ring1][C][C][C][=Branch1][C][=O][O-1][I][I],"['[14C][C][=C][Branch1][C][I][C][=C][Branch1][C][I][C][Branch1][C][14C][=C][Ring1][=Branch2][I]', '[4C][N][4C]', '[C][C][C][Branch1][Ring1][C][6C][C][=Branch1][C][=O][O-1]', '[C][C][C][C][Branch1][C][1C][=O]']",0
CCCC(=O)Nc1ccc(c(c1)C(=O)C)OCC(C[NH2+]C(C)C)O,"['[14C]c1ccc([14C])c([14C])c1', '[4C][NH2+][4C]', '[2C]O[2C]', 'CC([1C])=O', '[3C]CC(O)C[3C]', 'CC(C)[3C]', '[4C]N[4C]', 'CCCC([1C])=O']",[C][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][N][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][O][C][C][Branch1][Branch2][C][NH2+1][C][Branch1][C][C][C][O],"['[14C][C][=C][C][=C][Branch1][C][14C][C][Branch1][C][14C][=C][Ring1][Branch2]', '[4C][NH2+1][4C]', '[2C][O][2C]', '[C][C][Branch1][C][1C][=O]', '[3C][C][C][Branch1][C][O][C][3C]', '[C][C][Branch1][C][C][3C]', '[4C][N][4C]', '[C][C][C][C][Branch1][C][1C][=O]']",0
CCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C(=O)COC(=O)C,"['[2C]O[2C]', 'CC([1C])=O', 'C[C@]12C[C@H](O)[C@@]3(F)[C@@H](C[C@H](F)C4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2([3C])[13C]', '[1C]C(=O)C[3C]', 'CCCC([1C])=O']",[C][C][C][C][=Branch1][C][=O][O][C@@][Branch2][Ring2][N][C][C][C@@H1][C@@][Ring1][Branch1][Branch2][Ring2][C][C][C@@H1][Branch2][Ring1][N][C@][Branch2][Ring1][#Branch1][C@H1][Ring1][=Branch1][C][C@@H1][Branch1][#C][C][=C][C][=Branch1][C][=O][C][=C][C@@][Ring1][#Branch1][Ring1][O][C][F][F][O][C][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C],"['[2C][O][2C]', '[C][C][Branch1][C][1C][=O]', '[C][C@][C][C@H1][Branch1][C][O][C@@][Branch1][C][F][C@@H1][Branch2][Ring1][Ring2][C][C@H1][Branch1][C][F][C][=C][C][=Branch1][C][=O][C][=C][C@@][Ring1][#Branch1][Ring1][=N][C][C@@H1][Ring2][Ring1][Ring1][C][C][C@][Ring2][Ring1][=Branch1][Branch1][C][3C][13C]', '[1C][C][=Branch1][C][=O][C][3C]', '[C][C][C][C][Branch1][C][1C][=O]']",0
CCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)C(=O)CO,"['[2C]O[2C]', '[1C]C(=O)CO', 'C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2([3C])[13C]', 'CCCC([1C])=O']",[C][C][C][C][=Branch1][C][=O][O][C@@][Branch2][Ring2][Branch1][C][C][C@@H1][C@@][Ring1][Branch1][Branch2][Ring1][O][C][C@@H1][Branch2][Ring1][Branch1][C@H1][C@H1][Ring1][=Branch1][C][C][C][=C][C][=Branch1][C][=O][C][C][C@][Ring1][O][Ring1][#Branch1][C][O][C][C][=Branch1][C][=O][C][O],"['[2C][O][2C]', '[1C][C][=Branch1][C][=O][C][O]', '[C][C@][C][C@H1][Branch1][C][O][C@H1][C@@H1][Branch1][P][C][C][C][=C][C][=Branch1][C][=O][C][C][C@@][Ring1][#Branch1][Ring1][O][C][C@@H1][Ring1][P][C][C][C@][Ring2][Ring1][Ring2][Branch1][C][3C][13C]', '[C][C][C][C][Branch1][C][1C][=O]']",0
CCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)C(=O)COC(=O)CC,"['C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2([3C])[13C]', '[2C]O[2C]', '[1C]C(=O)C[3C]', 'CCC([1C])=O', 'CCCC([1C])=O']",[C][C][C][C][=Branch1][C][=O][O][C@@][Branch2][Ring2][Branch1][C][C][C@@H1][C@@][Ring1][Branch1][Branch2][Ring1][O][C][C@@H1][Branch2][Ring1][Branch1][C@H1][C@H1][Ring1][=Branch1][C][C][C][=C][C][=Branch1][C][=O][C][C][C@][Ring1][O][Ring1][#Branch1][C][O][C][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][C],"['[C][C@][C][C@H1][Branch1][C][O][C@H1][C@@H1][Branch1][P][C][C][C][=C][C][=Branch1][C][=O][C][C][C@@][Ring1][#Branch1][Ring1][O][C][C@@H1][Ring1][P][C][C][C@][Ring2][Ring1][Ring2][Branch1][C][3C][13C]', '[2C][O][2C]', '[1C][C][=Branch1][C][=O][C][3C]', '[C][C][C][Branch1][C][1C][=O]', '[C][C][C][C][Branch1][C][1C][=O]']",0
CCCC(=O)OCOC(=O)C1=C(NC(=C(C1c2cccc(c2Cl)Cl)C(=O)OC)C)C,"['CC1=C(C([1C])=O)C([6C])C(C([1C])=O)=C(C)N1', 'CO[2C]', '[14C]c1cccc(Cl)c1Cl', '[2C]OCO[2C]', 'CCCC([1C])=O']",[C][C][C][C][=Branch1][C][=O][O][C][O][C][=Branch1][C][=O][C][=C][Branch2][Ring1][#C][N][C][=Branch2][Ring1][=Branch2][=C][Branch1][S][C][Ring1][=Branch1][C][=C][C][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][Cl][Cl][C][=Branch1][C][=O][O][C][C][C],"['[C][C][=C][Branch1][=Branch1][C][Branch1][C][1C][=O][C][Branch1][C][6C][C][Branch1][=Branch1][C][Branch1][C][1C][=O][=C][Branch1][C][C][N][Ring1][=C]', '[C][O][2C]', '[14C][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][Cl]', '[2C][O][C][O][2C]', '[C][C][C][C][Branch1][C][1C][=O]']",0
CCCc1c2c(c(=O)[nH]c(n2)c3cc(ccc3OCC)S(=O)(=O)N4CC[NH+](CC4)C)n(n1)C,"['CC[3C]', '[2C]O[2C]', 'C[NH+]1CCN([4C])CC1', 'CCC[6C]', 'Cn1nc([12C])c2nc([12C])[nH]c(=O)c21', '[10C]S(=O)(=O)c1ccc([14C])c([14C])c1']",[C][C][C][C][C][=C][Branch2][Ring2][O][C][=Branch1][C][=O][NH1][C][=Branch1][Ring2][=N][Ring1][#Branch1][C][=C][C][=Branch1][=Branch2][=C][C][=C][Ring1][=Branch1][O][C][C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][NH1+1][Branch1][Branch1][C][C][Ring1][=Branch1][C][N][Branch1][Branch1][N][=Ring2][Ring1][=N][C],"['[C][C][3C]', '[2C][O][2C]', '[C][NH1+1][C][C][N][Branch1][C][4C][C][C][Ring1][#Branch1]', '[C][C][C][6C]', '[C][N][N][=C][Branch1][C][12C][C][N][=C][Branch1][C][12C][NH1][C][=Branch1][C][=O][C][=Ring1][Branch2][Ring1][N]', '[10C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][14C][C][Branch1][C][14C][=C][Ring1][Branch2]']",0
CCCc1c2c(cc3c1oc(cc3=O)C(=O)[O-])c(=O)cc(n2CC)C(=O)[O-],"['CCC[6C]', '[1C]C(=O)[O-]', 'CC[6C]', '[7C]n1c([12C])cc(=O)c2cc3c(=O)cc([12C])oc3c([14C])c21']",[C][C][C][C][=C][C][=Branch2][Ring1][Ring2][=C][C][=C][Ring1][=Branch1][O][C][=Branch1][=Branch1][=C][C][Ring1][=Branch1][=O][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][C][=C][Branch1][#Branch1][N][Ring2][Ring1][C][C][C][C][=Branch1][C][=O][O-1],"['[C][C][C][6C]', '[1C][C][=Branch1][C][=O][O-1]', '[C][C][6C]', '[7C][N][C][Branch1][C][12C][=C][C][=Branch1][C][=O][C][=C][C][C][=Branch1][C][=O][C][=C][Branch1][C][12C][O][C][=Ring1][Branch2][C][Branch1][C][14C][=C][Ring1][=N][Ring2][Ring1][Ring1]']",0
CCCc1cc(=O)[nH]c(=S)[nH]1,"['CCC[6C]', '[12C]c1cc(=O)[nH]c(=S)[nH]1']",[C][C][C][C][=C][C][=Branch1][C][=O][NH1][C][=Branch1][C][=S][NH1][Ring1][Branch2],"['[C][C][C][6C]', '[12C][C][=C][C][=Branch1][C][=O][NH1][C][=Branch1][C][=S][NH1][Ring1][Branch2]']",0
CCCc1nc(c(n1Cc2ccc(cc2)c3ccccc3c4n[n-]nn4)C(=O)OCc5c(oc(=O)o5)C)C(C)(C)O,"['[7C]n1c([12C])nc([12C])c1[12C]', 'CC(C)([6C])O', '[6C]C[6C]', '[3C]C[6C]', '[2C]O[2C]', '[14C]c1ccccc1[14C]', '[1C]C([1C])=O', 'Cc1oc(=O)oc1[12C]', 'CCC[6C]', '[14C]c1ccc([14C])cc1', '[12C]c1nn[n-]n1']",[C][C][C][C][=N][C][=Branch2][Branch1][Branch1][=C][Branch2][Ring1][=C][N][Ring1][Branch1][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][N-1][N][=N][Ring1][Branch1][C][=Branch1][C][=O][O][C][C][=C][Branch1][=Branch2][O][C][=Branch1][C][=O][O][Ring1][=Branch1][C][C][Branch1][C][C][Branch1][C][C][O],"['[7C][N][C][Branch1][C][12C][=N][C][Branch1][C][12C][=C][Ring1][#Branch1][12C]', '[C][C][Branch1][C][C][Branch1][C][6C][O]', '[6C][C][6C]', '[3C][C][6C]', '[2C][O][2C]', '[14C][C][=C][C][=C][C][=C][Ring1][=Branch1][14C]', '[1C][C][Branch1][C][1C][=O]', '[C][C][O][C][=Branch1][C][=O][O][C][=Ring1][=Branch1][12C]', '[C][C][C][6C]', '[14C][C][=C][C][=C][Branch1][C][14C][C][=C][Ring1][#Branch1]', '[12C][C][N][=N][N-1][N][=Ring1][Branch1]']",0
CCCc1nc(c2n1[nH]c(nc2=O)c3cc(ccc3OCC)S(=O)(=O)N4CC[NH+](CC4)CC)C,"['[4C]N1CC[NH+]([4C])CC1', 'Cc1nc([12C])n2[nH]c([12C])nc(=O)c12', 'CC[3C]', '[2C]O[2C]', 'CCC[6C]', '[10C]S(=O)(=O)c1ccc([14C])c([14C])c1']",[C][C][C][C][=N][C][=Branch2][Ring2][=C][=C][N][Ring1][Branch1][NH1][C][=Branch1][=Branch1][=N][C][Ring1][=Branch1][=O][C][=C][C][=Branch1][=Branch2][=C][C][=C][Ring1][=Branch1][O][C][C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][NH1+1][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][C],"['[4C][N][C][C][NH1+1][Branch1][C][4C][C][C][Ring1][#Branch1]', '[C][C][N][=C][Branch1][C][12C][N][NH1][C][Branch1][C][12C][=N][C][=Branch1][C][=O][C][=Ring1][N][Ring1][Branch2]', '[C][C][3C]', '[2C][O][2C]', '[C][C][C][6C]', '[10C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][14C][C][Branch1][C][14C][=C][Ring1][Branch2]']",0
CCCc1nc2c(cc(cc2n1Cc3ccc(cc3)c4ccccc4C(=O)[O-])c5nc6ccccc6n5C)C,"['[1C]C(=O)[O-]', '[6C]C[6C]', 'Cn1c([12C])nc2ccccc21', '[14C]c1ccccc1[14C]', 'Cc1cc([14C])cc2c1nc([12C])n2[7C]', 'CCC[6C]', '[14C]c1ccc([14C])cc1']",[C][C][C][C][=N][C][=C][Branch2][Branch1][Ring1][C][=C][Branch2][Ring1][S][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][C][C],"['[1C][C][=Branch1][C][=O][O-1]', '[6C][C][6C]', '[C][N][C][Branch1][C][12C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2]', '[14C][C][=C][C][=C][C][=C][Ring1][=Branch1][14C]', '[C][C][=C][C][Branch1][C][14C][=C][C][=C][Ring1][#Branch1][N][=C][Branch1][C][12C][N][Ring1][=Branch1][7C]', '[C][C][C][6C]', '[14C][C][=C][C][=C][Branch1][C][14C][C][=C][Ring1][#Branch1]']",0
CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@@]5([C@H]4[C@H](C[C@@]3([C@@]2(O1)C(=O)CO)C)O)C,"['CCC[6C]', 'C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@H]1OC([11C])O[C@@]12[11C]', '[1C]C(=O)CO']",[C][C][C][C][O][C@@H1][C][C@H1][C@@H1][C][C][C][=C][C][=Branch1][C][=O][C][=C][C@@][Ring1][#Branch1][Branch2][Ring1][S][C@H1][Ring1][O][C@H1][Branch2][Ring1][Branch2][C][C@@][Ring1][#C][Branch1][P][C@@][Ring2][Ring1][C][Branch1][Branch1][O][Ring2][Ring1][Branch1][C][=Branch1][C][=O][C][O][C][O][C],"['[C][C][C][6C]', '[C][C@][C][C@H1][Branch1][C][O][C@H1][C@@H1][Branch1][P][C][C][C][=C][C][=Branch1][C][=O][C][=C][C@@][Ring1][#Branch1][Ring1][O][C][C@@H1][Ring1][P][C][C@H1][O][C][Branch1][C][11C][O][C@@][Ring1][=Branch1][Ring2][Ring1][Branch2][11C]', '[1C][C][=Branch1][C][=O][C][O]']",0
CCCC[NH+](CCCC)CC(c1cc(cc\2c1-c3ccc(cc3/C2=C/c4ccc(cc4)Cl)Cl)Cl)O,"['CCCC[3C]', '[4C][NH+]([4C])[4C]', '[5C]=Cc1ccc(Cl)cc1', '[5C]=C1c2cc(Cl)ccc2-c2c([14C])cc(Cl)cc21', '[3C]CC([6C])O']",[C][C][C][C][NH1+1][Branch1][Branch1][C][C][C][C][C][C][Branch2][Ring2][Branch2][C][=C][C][=Branch2][Ring1][P][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch2][Ring1][Ring2][C][=C][Ring1][=Branch1][/C][\-Ring1][=Branch2][=C][/C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][Cl][Cl][O],"['[C][C][C][C][3C]', '[4C][NH1+1][Branch1][C][4C][4C]', '[5C][=C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1]', '[5C][=C][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][C][=C][Branch1][C][14C][C][=C][Branch1][C][Cl][C][=C][Ring1][Branch2][Ring1][S]', '[3C][C][C][Branch1][C][6C][O]']",0
CCCC[NH+](CCCC)CCC(c1cc2c(cc(cc2Cl)Cl)c3c1ccc(c3)C(F)(F)F)O,"['[14C]c1ccc2c([14C])cc3c(Cl)cc(Cl)cc3c2c1', 'CCCC[3C]', '[6C]C(F)(F)F', '[4C][NH+]([4C])[4C]', '[3C]CCC([6C])O']",[C][C][C][C][NH1+1][Branch1][Branch1][C][C][C][C][C][C][C][Branch2][Ring2][Branch1][C][=C][C][=C][Branch1][O][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][Cl][Cl][C][=C][Ring1][N][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][O],"['[14C][C][=C][C][=C][C][Branch1][C][14C][=C][C][=C][Branch1][C][Cl][C][=C][Branch1][C][Cl][C][=C][Ring1][Branch2][C][Ring1][=N][=C][Ring1][P]', '[C][C][C][C][3C]', '[6C][C][Branch1][C][F][Branch1][C][F][F]', '[4C][NH1+1][Branch1][C][4C][4C]', '[3C][C][C][C][Branch1][C][6C][O]']",0
CCCC[NH+]1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O,"['CCCC[3C]', '[6C]CO', '[4C][NH+]1C[C@H](O)[C@@H](O)[C@H](O)[C@@H]1[11C]']",[C][C][C][C][NH1+1][C][C@@H1][Branch1][=C][C@H1][Branch1][#Branch2][C@@H1][Branch1][=Branch1][C@H1][Ring1][=Branch1][C][O][O][O][O],"['[C][C][C][C][3C]', '[6C][C][O]', '[4C][NH1+1][C][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Ring1][=Branch2][11C]']",0
CCCC[NH+]1CCCC[C@H]1C(=O)Nc2c(cccc2C)C,"['Cc1cccc(C)c1[14C]', 'CCCC[3C]', '[1C]C([1C])=O', '[4C]N[4C]', '[4C][NH+]1CCCC[C@@H]1[11C]']",[C][C][C][C][NH1+1][C][C][C][C][C@H1][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][Branch1][Branch2][C][=C][C][=C][Ring1][=Branch1][C][C],"['[C][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][14C]', '[C][C][C][C][3C]', '[1C][C][Branch1][C][1C][=O]', '[4C][N][4C]', '[4C][NH1+1][C][C][C][C][C@@H1][Ring1][=Branch1][11C]']",0
CCCC[NH+]1CCCCC1C(=O)Nc2c(cccc2C)C,"['Cc1cccc(C)c1[14C]', '[4C][NH+]1CCCCC1[11C]', 'CCCC[3C]', '[1C]C([1C])=O', '[4C]N[4C]']",[C][C][C][C][NH1+1][C][C][C][C][C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][Branch1][Branch2][C][=C][C][=C][Ring1][=Branch1][C][C],"['[C][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][14C]', '[4C][NH1+1][C][C][C][C][C][Ring1][=Branch1][11C]', '[C][C][C][C][3C]', '[1C][C][Branch1][C][1C][=O]', '[4C][N][4C]']",0
CCCCC([C@]1(CC[C@H]2[C@H](O1)CC(=O)[C@H]2CCCCCCC(=O)[O-])O)(F)F,"['[11C][C@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2[13C])O1', '[6C]CCCCCCC(=O)[O-]', 'CCCCC([6C])(F)F']",[C][C][C][C][C][Branch2][Ring2][C][C@][Branch2][Ring1][=N][C][C][C@H1][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][C][=Branch1][C][=O][C@H1][Ring1][#Branch1][C][C][C][C][C][C][C][=Branch1][C][=O][O-1][O][Branch1][C][F][F],"['[11C][C@][Branch1][C][O][C][C][C@H1][C@@H1][Branch1][#Branch2][C][C][=Branch1][C][=O][C@@H1][Ring1][=Branch1][13C][O][Ring1][N]', '[6C][C][C][C][C][C][C][C][=Branch1][C][=O][O-1]', '[C][C][C][C][C][Branch1][C][6C][Branch1][C][F][F]']",0
CCCCC(C)(C/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CCCCCCC(=O)OC)O)O,"['[5C]=C[C@@H]1[C@H]([13C])C(=O)C[C@H]1O', 'CO[2C]', '[1C]C(=O)CCCCCC[6C]', 'CCCCC(C)(O)CC=[5C]']",[C][C][C][C][C][Branch1][C][C][Branch2][Ring1][=C][C][/C][=C][/C@H1][C@@H1][Branch2][Ring1][Branch1][C][C][=Branch1][C][=O][C@@H1][Ring1][=Branch1][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][O][O],"['[5C][=C][C@@H1][C@H1][Branch1][C][13C][C][=Branch1][C][=O][C][C@H1][Ring1][#Branch1][O]', '[C][O][2C]', '[1C][C][=Branch1][C][=O][C][C][C][C][C][C][6C]', '[C][C][C][C][C][Branch1][C][C][Branch1][C][O][C][C][=5C]']",0
CCCCC(CC)COC(=O)/C=C/c1ccc(cc1)OC,"['CO[2C]', '[2C]O[2C]', 'CCCCC(CC)C[3C]', '[1C]C(=O)C=[5C]', '[5C]=Cc1ccc([14C])cc1']",[C][C][C][C][C][Branch1][Ring1][C][C][C][O][C][=Branch1][C][=O][/C][=C][/C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C],"['[C][O][2C]', '[2C][O][2C]', '[C][C][C][C][C][Branch1][Ring1][C][C][C][3C]', '[1C][C][=Branch1][C][=O][C][=5C]', '[5C][=C][C][=C][C][=C][Branch1][C][14C][C][=C][Ring1][#Branch1]']",0
CCCCC(CC)COC(=O)C(=C(c1ccccc1)c2ccccc2)C#N,"['[2C]O[2C]', '[5C]=C(c1ccccc1)c1ccccc1', 'CCCCC(CC)C[3C]', '[1C]C(=O)C(=[5C])C#N']",[C][C][C][C][C][Branch1][Ring1][C][C][C][O][C][=Branch1][C][=O][C][=Branch2][Ring1][Ring2][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][#N],"['[2C][O][2C]', '[5C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]', '[C][C][C][C][C][Branch1][Ring1][C][C][C][3C]', '[1C][C][=Branch1][C][=O][C][=Branch1][C][=5C][C][#N]']",0
CCCCC(=O)N(Cc1ccc(cc1)c2ccccc2c3[n-]nnn3)[C@@H](C(C)C)C(=O)[O-],"['[12C]c1nnn[n-]1', 'CC(C)[C@H]([3C])C(=O)[O-]', '[3C]C[6C]', '[4C]N([4C])[4C]', '[14C]c1ccccc1[14C]', '[14C]c1ccc([14C])cc1', 'CCCCC([1C])=O']",[C][C][C][C][C][=Branch1][C][=O][N][Branch2][Ring1][O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N-1][N][=N][N][=Ring1][Branch1][C@@H1][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][O-1],"['[12C][C][=N][N][=N][N-1][Ring1][Branch1]', '[C][C][Branch1][C][C][C@H1][Branch1][C][3C][C][=Branch1][C][=O][O-1]', '[3C][C][6C]', '[4C][N][Branch1][C][4C][4C]', '[14C][C][=C][C][=C][C][=C][Ring1][=Branch1][14C]', '[14C][C][=C][C][=C][Branch1][C][14C][C][=C][Ring1][#Branch1]', '[C][C][C][C][C][Branch1][C][1C][=O]']",0
CCCCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)CO,"['[2C]O[2C]', 'C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1([3C])[13C]', '[1C]C(=O)CO', 'CCCCC([1C])=O']",[C][C][C][C][C][=Branch1][C][=O][O][C@@][Branch2][Ring2][=N][C@H1][Branch2][Ring2][Branch2][C][C@@H1][C@@][Ring1][Branch1][Branch2][Ring1][#C][C][C@@H1][Branch2][Ring1][=Branch2][C@][Branch2][Ring1][Ring2][C@H1][Ring1][=Branch1][C][C][C][=C][C][=Branch1][C][=O][C][=C][C@@][Ring1][#Branch1][Ring1][O][C][F][O][C][C][C][=Branch1][C][=O][C][O],"['[2C][O][2C]', '[C][C@H1][C][C@H1][C@@H1][C][C][C][=C][C][=Branch1][C][=O][C][=C][C@][Ring1][#Branch1][Branch1][C][C][C@@][Ring1][N][Branch1][C][F][C@@H1][Branch1][C][O][C][C@][Ring2][Ring1][C][Branch1][C][C][C@@][Ring2][Ring1][=Branch1][Branch1][C][3C][13C]', '[1C][C][=Branch1][C][=O][C][O]', '[C][C][C][C][C][Branch1][C][1C][=O]']",0
CCCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)C(=O)CO,"['[2C]O[2C]', '[1C]C(=O)CO', 'C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2([3C])[13C]', 'CCCCC([1C])=O']",[C][C][C][C][C][=Branch1][C][=O][O][C@@][Branch2][Ring2][Branch1][C][C][C@@H1][C@@][Ring1][Branch1][Branch2][Ring1][O][C][C@@H1][Branch2][Ring1][Branch1][C@H1][C@H1][Ring1][=Branch1][C][C][C][=C][C][=Branch1][C][=O][C][C][C@][Ring1][O][Ring1][#Branch1][C][O][C][C][=Branch1][C][=O][C][O],"['[2C][O][2C]', '[1C][C][=Branch1][C][=O][C][O]', '[C][C@][C][C@H1][Branch1][C][O][C@H1][C@@H1][Branch1][P][C][C][C][=C][C][=Branch1][C][=O][C][C][C@@][Ring1][#Branch1][Ring1][O][C][C@@H1][Ring1][P][C][C][C@][Ring2][Ring1][Ring2][Branch1][C][3C][13C]', '[C][C][C][C][C][Branch1][C][1C][=O]']",0
